j,m,xi,spin_up,spin_down,zeeman_energy_khz,rotation_energy_ghz
0,-0.5,False,0.0,1.0,1.9159865307545627,0.0
0,0.5,True,1.0,0.0,-1.9159865307545627,0.0
1,-1.5,False,0.0,1.0,1.1462893287254956,21.9842884
1,-0.5,False,0.29325026566867474,-0.9560357115114747,2.2391599027573252,21.9842884
1,0.5,False,0.21306277670710275,-0.9770385116165377,2.915439896262131,21.9842884
1,-0.5,True,0.9560357115114747,0.29325026566867474,-1.5188571047863924,21.9842884
1,0.5,True,0.9770385116165377,0.21306277670710275,-2.1457426942330637,21.9842884
1,1.5,True,1.0,0.0,-2.636289328725496,21.9842884
2,-2.5,False,0.0,1.0,0.3765921266964287,65.9528652
2,-1.5,False,0.5108853885334145,-0.8596488351548336,2.0317895443777187,65.9528652
2,-0.5,False,0.41905578625255424,-0.9079604881316441,2.758228327953126,65.9528652
2,0.5,False,0.3290242063755734,-0.9443214874283673,3.321512065489636,65.9528652
2,1.5,False,0.22552529022496837,-0.974237313732616,3.800299649892243,65.9528652
2,-1.5,True,0.8596488351548336,0.5108853885334145,-1.3608811504649196,65.9528652
2,-0.5,True,0.9079604881316441,0.41905578625255424,-2.037925529982193,65.9528652
2,0.5,True,0.9443214874283673,0.3290242063755734,-2.551814863460569,65.9528652
2,1.5,True,0.974237313732616,0.22552529022496837,-2.981208043805042,65.9528652
2,2.5,True,1.0,0.0,-3.3565921266964285,65.9528652
3,-3.5,False,0.0,1.0,-0.39310507533263817,131.9057304
3,-2.5,False,0.6942430543128694,-0.7197406349083941,2.13681402157657,131.9057304
3,-1.5,False,0.5807593704600705,-0.8140752751575387,2.8269805586293013,131.9057304
3,-0.5,False,0.49178461565100295,-0.8707168838428454,3.373608376817896,131.9057304
3,0.5,False,0.4089824932574044,-0.9125422292743264,3.842324892123832,131.9057304
3,1.5,False,0.32326745972603727,-0.9463076399788152,4.260177134386406,131.9057304
3,2.5,False,0.2224478473257383,-0.9749445908461388,4.641448846988989,131.9057304
3,-2.5,True,0.7197406349083941,0.6942430543128694,-1.515300031721905,131.9057304
3,-1.5,True,0.8140752751575387,0.5807593704600705,-2.156072164716502,131.9057304
3,-0.5,True,0.8707168838428454,0.49178461565100295,-2.653305578846963,131.9057304
3,0.5,True,0.9125422292743264,0.4089824932574044,-3.072627690094765,131.9057304
3,1.5,True,0.9463076399788152,0.32326745972603727,-3.441085528299205,131.9057304
3,2.5,True,0.9749445908461388,0.2224478473257383,-3.772962836843654,131.9057304
3,3.5,True,1.0,0.0,-4.076894924667362,131.9057304
4,-4.5,False,0.0,1.0,-1.1628022773617053,219.842884
